title,predicted_category
Lkw-Fahrer nach Unfall im Krankenhaus,Diebstahl
Festnahmen nach Einbruch,Diebstahl
Überfälle auf Supermärkte,Raub
Verdacht auf Wohnungseinbruch - Festnahmen,Diebstahl
Tatverdächtiger zu Brandstiftung festgenommen,Raub
Pkw abgebrannt,Raub
Am Unfallort verstorben,Verkehrsunfall
Spezialeinsatzkommando nimmt Tatverdächtigen nach Raub fest,Raub
Autofahrerin im Krankenhaus verstorben,Verkehrsunfall
Bei Verkehrsunfall schwer verletzt,Verkehrsunfall
Trickbetrug Anrufer gab sich als Sohn aus,Raub
Mopedfahrer bei Verkehrsunfall schwer verletzt,Verkehrsunfall
Mann von U-Bahnzug erfasst und verstorben,Verkehrsunfall
Festnahme nach Diebstahl aus Kraftfahrzeug,Diebstahl
Versuchter Diebstahl von Baustelle,Raub
Mann aufgrund seiner Homosexualität mit Pflasterstein angegriffen,Raub
Mann bepöbelt und sexuell belästigt,Raub
Homophob beleidigt und geschlagen,Körperverletzung
Antisemitisch beleidigt und geschlagen,Körperverletzung
Farbschmiererei mit politischem Hintergrund,Raub
Cannabisblüten in Kiosk entdeckt,Sachbeschädigung
Polizisten mit Messer bedroht – Festnahme,Raub
Festnahmen nach Drogenhandel,Drogenvergehen
Raub in Spätkauf – Tatverdächtige ermittelt und festgenommen,Sachbeschädigung
Taxifahrerin rassistisch beleidigt,Körperverletzung
Fußgängerin von Auto erfasst und schwer verletzt,Brandstiftung
Kurznachricht mit strafbarem Inhalt verschickt – Polizeilicher Staatsschutz ermittelt,Raub
Senior verstorben,Raub
Festnahme nach Einbruch in Kirche,Sachbeschädigung
Kleinkrafträder in Brand gesetzt,Sachbeschädigung
Jugendlicher von Kindern im Bus ausgeraubt,Raub
Einsatzkräfte bei Verfolgungsfahrt verletzt,Verkehrsunfall
Feuer in Obdachlosenheim,Sachbeschädigung
Fahrzeug und Führerschein nach verbotenem Autorennen beschlagnahmt,Raub
Mitarbeitende der BVG und Polizeikräfte beleidigt und angegriffen,Körperverletzung
Auto durch Explosion eines Sprengkörpers beschädigt,Brandstiftung
Verdacht des Drogenhandels - Festnahme,Raub
Vor der Polizei geflüchtet,Betrug
Autos zusammengestoßen - zwei Leichtverletzte,Raub
Mann bei Überfall schwer verletzt,Verkehrsunfall
Festnahme nach Einbruch in ein Auto,Sachbeschädigung
Getränkemarkt überfallen,Raub
Autofahrerin beraubt,Raub
Bus kollidiert mit Auto - fünf Verletzte,Brandstiftung
Fußgängerin schwer verletzt,Verkehrsunfall
Fünf Verletzte bei Unfall,Raub
Kleintransporter brannte,Raub
Mitglied des Abgeordnetenhauses beleidigt - Polizeilicher Staatsschutz ermittelt,Körperverletzung
Busfahrer überfallen,Raub
Auf Weihnachtsmarkt mit Schusswaffe hantiert,Raub
16-Jähriger flüchtet mit Auto vor Polizei,Brandstiftung
Mann rassistisch beleidigt und verletzt,Körperverletzung
Festnahme nach Einbruch in Auto,Sachbeschädigung
Bewaffneter Überfall auf Supermarkt,Raub
Mutmaßlicher Drogenhändler schlägt Polizisten nieder,Raub
Verdacht auf Drogenhandel - Festnahme,Diebstahl
84-Jährige von Auto erfasst,Brandstiftung
Senior bei Unfall schwer verletzt,Verkehrsunfall
Vier Fahrgäste verletzt,Raub
Junge Mutter fremdenfeindlich beleidigt,Körperverletzung
Hochwertige Jacken bei Einbruch in Bekleidungsgeschäft entwendet,Sachbeschädigung
Raser an seiner Wohnanschrift erwartet,Raub
Zwei schwer verletzte Männer bei Unfall,Verkehrsunfall
Taschendieb festgehalten,Raub
Unbekannter Sprengkörper explodiert - Mann schwer verletzt,Verkehrsunfall
Gäste einer Party angegriffen und verletzt,Raub
Mann bei Überfall schwer verletzt,Verkehrsunfall
Jobcenter beschädigt,Raub
Fuchs erlöst,Raub
Zweiradfahrer bei Unfall schwer verletzt,Verkehrsunfall
VW-Bus brannte,Raub
Mann mit Stichverletzung im Krankenhaus,Raub
Fußgänger bei Unfall schwer verletzt,Verkehrsunfall
Gebäude beschädigt - Festnahmen,Diebstahl
Silvester 2019/2020 - Polizei Berlin zieht Bilanz,Raub
